gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	Family
110720369	66.4531799124996	-1.22140774984905	0.274299496484602	19.6612883521648	9.24555029464596e-06	0.000569123035613841	LOC110720369	NW_018742556.1	737343	739649	-	1619	protein_coding	putative F-box/LRR-repeat protein 23 && sp|Q9S9V9|FBL23_ARATH Putative F-box/LRR-repeat protein 23 OS=Arabidopsis thaliana OX=3702 GN=FBL23 PE=4 SV=1 && PF00646:F-box domain	NF-YC
110709283	58.4273379043788	-2.55425015872512	0.568500570939168	19.4534570904639	1.03081092991226e-05	0.000618412247976721	LOC110709283	NW_018745063.1	2682118	2686972	-	2028	protein_coding	probable glycosyltransferase At5g03795 && sp|Q9FFN2|GLYT3_ARATH Probable glycosyltransferase At5g03795 OS=Arabidopsis thaliana OX=3702 GN=At5g03795 PE=3 SV=2 && PF03016:Exostosin family	NAC
110686583	5.06323052316431	-6.72436513751838	1.47827639251665	19.2275351181263	1.16027700067177e-05	0.000679217445089711	LOC110686583	NW_018743880.1	476610	477532	-	393	lncRNA	uncharacterized LOC110686583 && - && -	-
110689333	2870.71256262526	-1.394515655428	0.318392081870507	18.8324709386799	1.42716650198141e-05	0.000799885981331144	LOC110689333	NW_018743955.1	7037293	7069246	+	7467	protein_coding	cellulose synthase-like protein E6%2C transcript variant X1 && sp|Q8VZK9|CSLE1_ARATH Cellulose synthase-like protein E1 OS=Arabidopsis thaliana OX=3702 GN=CSLE1 PE=2 SV=1 && -	LBD
110724457	55.1578714297457	-1.67128866253234	0.387826045664384	18.2792349774614	1.90775415593828e-05	0.000983244474621578	LOC110724457	NW_018742764.1	179039	184080	+	788	lncRNA	uncharacterized LOC110724457 && - && -	-
110704624	827.731095358951	-1.0809563071065	0.251843925985791	18.1975078583299	1.99139241755249e-05	0.00101568771966934	LOC110704624	NW_018744855.1	450769	457535	-	2564	protein_coding	protein NRT1/ PTR FAMILY 6.3-like && sp|Q05085|PTR7_ARATH Protein NRT1/ PTR FAMILY 6.3 OS=Arabidopsis thaliana OX=3702 GN=NPF6.3 PE=1 SV=1 && PF00854:POT family	C3H
110731351	695.512601439251	-2.11769330374065	0.491662414174768	17.9188184111406	2.30530371245265e-05	0.00113453875562848	LOC110731351	NW_018743066.1	2110622	2113169	+	1935	protein_coding	polyubiquitin-like && sp|P0CG71|UBIQ1_CAEEL Polyubiquitin-A OS=Caenorhabditis elegans OX=6239 GN=ubq-1 PE=3 SV=1 && -	MYB_related
110735083	113.491145408462	-1.14347724439356	0.270761785956748	17.6683568419143	2.62965025557505e-05	0.00124127709720191	LOC110735083	NW_018743252.1	5325075	5327849	+	1353	lncRNA	uncharacterized LOC110735083 && - && -	-
110707065	53.8934690378402	-1.150844610402	0.273463142218661	17.6113785977863	2.70962251256957e-05	0.00126383616313711	LOC110707065	NW_018744991.1	3779107	3780994	+	1612	protein_coding	fructose-bisphosphate aldolase 5%2C cytosolic-like && sp|O65581|ALFC5_ARATH Fructose-bisphosphate aldolase 5, cytosolic OS=Arabidopsis thaliana OX=3702 GN=FBA5 PE=1 SV=1 && PF00274:Fructose-bisphosphate aldolase class-I	ERF
110710053	4.93867080285632	-3.71842040340299	0.892572935381983	17.4253817599882	2.98809136066741e-05	0.00136773090917822	LOC110710053	NW_018742418.1	4267465	4273773	+	1870	protein_coding	uncharacterized LOC110710053%2C transcript variant X1 && - && PF01117:Aerolysin toxin|PF07468:Agglutinin domain	-
110709114	31.781993733364	-1.07701958190686	0.261104611475623	17.0837776546936	3.57665149371803e-05	0.00156438611092481	LOC110709114	NW_018745030.1	245792	248171	+	1762	pseudogene	- && sp|Q9SJI7|PLA20_ARATH Phospholipase A1-IIdelta OS=Arabidopsis thaliana OX=3702 GN=At2g42690 PE=1 SV=1 && PF01764:Lipase (class 3)	Trihelix
110738626	277.203849503077	-1.05603687966985	0.254273572006566	17.0701706736788	3.60237022286306e-05	0.00157260473459625	LOC110738626	NW_018743391.1	540689	544000	-	2166	pseudogene	- && sp|Q9SZA4|CDC21_ARATH Cell division cycle 20.1, cofactor of APC complex OS=Arabidopsis thaliana OX=3702 GN=CDC20-1 PE=1 SV=1 && PF00400:WD domain, G-beta repeat	G2-like
110690816	13.5069000344692	-2.9353471985063	0.703930327463824	16.887377627344	3.96644713029506e-05	0.00169136024047859	LOC110690816	NW_018744062.1	945089	945892	+	704	protein_coding	non-specific lipid-transfer protein-like && sp|P19656|NLTP_MAIZE Non-specific lipid-transfer protein OS=Zea mays OX=4577 PE=1 SV=1 && PF00234:Protease inhibitor/seed storage/LTP family	ARF
110709335	318.869437841471	-1.10791376186086	0.270258552117407	16.5997908375751	4.61561114214571e-05	0.00187454908361415	LOC110709335	NW_018745065.1	3054792	3057346	+	1036	lncRNA	uncharacterized LOC110709335 && sp|Q9FMR9|RIN1_ARATH RuvB-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=RIN1 PE=1 SV=1 && -	bHLH
110686976	570.870584082097	-1.09483816959734	0.267915946536822	16.4925603880765	4.88413437582739e-05	0.00194077190874875	LOC110686976	NW_018743906.1	2164727	2169878	+	2286	protein_coding	protein RICE SALT SENSITIVE 3-like%2C transcript variant X1 && sp|K4PW38|RSS3_ORYSJ Protein RICE SALT SENSITIVE 3 OS=Oryza sativa subsp. japonica OX=39947 GN=RSS3 PE=1 SV=1 && PF14215:bHLH-MYC and R2R3-MYB transcription factors N-terminal	bHLH
110712161	287.107368239731	-1.04686246840431	0.258586128893245	16.2100628050827	5.6692171923932e-05	0.00216793735926834	LOC110712161	NW_018745291.1	46483	49549	-	2699	protein_coding	3-ketoacyl-CoA synthase 11-like%2C transcript variant X2 && sp|O48780|KCS11_ARATH 3-ketoacyl-CoA synthase 11 OS=Arabidopsis thaliana OX=3702 GN=KCS11 PE=1 SV=1 && PF08541:3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal|PF08392:FAE1/Type III polyketide synthase-like protein	-
110730551	202.418061941138	-2.28193760077631	0.561390215736353	15.9453443810972	6.51979358256405e-05	0.00237745453452217	LOC110730551	NW_018743033.1	1530839	1535410	+	2390	protein_coding	pyruvate decarboxylase 1-like && sp|P51850|PDC1_PEA Pyruvate decarboxylase 1 OS=Pisum sativum OX=3888 GN=PDC1 PE=2 SV=1 && PF02776:Thiamine pyrophosphate enzyme, N-terminal TPP binding domain|PF00205:Thiamine pyrophosphate enzyme, central domain|PF02775:Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	NF-YC
110695139	45.5736869480101	-1.05787733277387	0.265493469607412	15.8508623046555	6.8535299257468e-05	0.00246031700890177	LOC110695139	NW_018744290.1	1194500	1198163	+	2594	protein_coding	5' exonuclease Apollo-like && sp|Q9H816|DCR1B_HUMAN 5' exonuclease Apollo OS=Homo sapiens OX=9606 GN=DCLRE1B PE=1 SV=1 && PF07522:DNA repair metallo-beta-lactamase	WOX
110718364	504.287285922334	-1.82678418408738	0.457834356138941	15.4922621369453	8.284369076026e-05	0.00282914805845886	LOC110718364	NW_018742455.1	1507142	1510120	-	1418	protein_coding	protein LNK3-like%2C transcript variant X2 && - && -	-
110732325	2100.44228329448	-1.7695756537523	0.443944208438221	15.4714494243701	8.3760939689399e-05	0.00284562576507073	LOC110732325	NW_018743175.1	928152	937716	+	4615	protein_coding	uncharacterized LOC110732325 && - && PF00628:PHD-finger	MYB_related
110694696	155.77017759405	-1.05503475515037	0.268518423185947	15.3088648498691	9.12871153031788e-05	0.00303053159704289	LOC110694696	NW_018744240.1	795612	798381	+	777	lncRNA	uncharacterized LOC110694696 && - && -	-
110702748	6995.28975357815	-1.25121202431361	0.319410816986934	15.1041419418165	0.000101739816822497	0.00327158481069704	LOC110702748	NW_018742393.1	951015	953551	+	1625	protein_coding	uncharacterized LOC110702748 && - && PF04862:Protein of unknown function (DUF642)	B3
110725241	305.377806391112	-2.44034847115438	0.618859272663709	14.8973139562108	0.000113524513185878	0.00353181367523095	LOC110725241	NW_018742810.1	1341016	1351857	+	4637	protein_coding	ABC transporter G family member 34-like%2C transcript variant X1 && sp|Q7PC87|AB34G_ARATH ABC transporter G family member 34 OS=Arabidopsis thaliana OX=3702 GN=ABCG34 PE=2 SV=1 && PF00005:ABC transporter|PF08370:Plant PDR ABC transporter associated|PF14510:ABC-transporter N-terminal|PF01061:ABC-2 type transporter	MYB_related
110731453	165.206130456941	-1.71055872840996	0.439036972735605	14.8275871481194	0.000117799647469951	0.00362389724826356	LOC110731453	NW_018743074.1	525929	528229	-	1370	protein_coding	monoacylglycerol lipase ABHD6-like && sp|Q1LZ86|ABHD6_BOVIN Monoacylglycerol lipase ABHD6 OS=Bos taurus OX=9913 GN=ABHD6 PE=2 SV=1 && PF00561:alpha/beta hydrolase fold	FAR1
110705903	175.555251564106	-1.01969496377054	0.263591739073278	14.8143410235522	0.000118629938078192	0.00363696608754475	LOC110705903	NW_018744887.1	1281172	1283082	-	960	protein_coding	WUSCHEL-related homeobox 11-like && sp|Q6X7J3|WOX11_ARATH WUSCHEL-related homeobox 11 OS=Arabidopsis thaliana OX=3702 GN=WOX11 PE=2 SV=2 && PF00046:Homeodomain	WOX
110713559	137.076144854282	-1.05626832719926	0.273730141885445	14.7525459927839	0.000122581890388604	0.00372520516274171	LOC110713559	NW_018745448.1	5850643	5854078	+	1344	lncRNA	uncharacterized LOC110713559 && - && -	-
110728785	142.044900899332	-1.14642784305264	0.297013469201878	14.7315858734939	0.000123952229276506	0.00375064875259494	LOC110728785	NW_018742963.1	95498	102926	-	2688	protein_coding	two-pore potassium channel 3-like && sp|Q9SVV6|KCO6_ARATH Two-pore potassium channel 3 OS=Arabidopsis thaliana OX=3702 GN=TPK3 PE=2 SV=1 && PF07885:Ion channel	C3H
110700638	54.3407331321365	-1.52465691593248	0.395092243669197	14.6457783067254	0.000129724886299049	0.00386546696481226	LOC110700638	NW_018744626.1	4886121	4888474	+	2354	protein_coding	putative UDP-rhamnose_rhamnosyltransferase 1 && sp|Q66PF2|URT1_FRAAN Putative UDP-rhamnose:rhamnosyltransferase 1 OS=Fragaria ananassa OX=3747 GN=GT4 PE=2 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase	CO-like
110690736	522.36934002189	-1.1186749624037	0.291368333007945	14.5525089356934	0.00013630702401027	0.00400387864918126	LOC110690736	NW_018744062.1	1688732	1692735	-	2624	protein_coding	sialidase-like && - && -	-
110693559	80.4944064114524	-1.28068255852066	0.333806165412537	14.5507377347524	0.000136435220854815	0.00400464904979906	LOC110693559	NW_018744151.1	2305053	2312743	-	3268	protein_coding	protein STRUBBELIG-RECEPTOR FAMILY 3-like && sp|Q06BH3|SRF1_ARATH Protein STRUBBELIG-RECEPTOR FAMILY 1 OS=Arabidopsis thaliana OX=3702 GN=SRF1 PE=1 SV=2 && PF00069:Protein kinase domain|PF13855:Leucine rich repeat	bZIP
110715543	83.0641879871841	-1.76124374509586	0.456788032414623	14.5259863486254	0.000138239442289496	0.00403949227457988	LOC110715543	NW_018745523.1	964683	966918	-	2135	protein_coding	cytochrome P450 71A1-like && sp|A0A068Q721|C7113_PRUMU Cytochrome P450 71AP13 OS=Prunus mume OX=102107 GN=CYP71AP13 PE=2 SV=1 && PF00067:Cytochrome P450	HSF
110691471	1127.47174959859	-1.01868209218276	0.269956557312125	14.075783315367	0.000175590031780208	0.00476568577616041	LOC110691471	NW_018744080.1	2397563	2400863	-	2077	protein_coding	guanylate kinase 2-like && sp|Q9M682|GMK2_ARATH Guanylate kinase 2 OS=Arabidopsis thaliana OX=3702 GN=GK-2 PE=2 SV=1 && PF00625:Guanylate kinase	-
110720320	860.556165159969	-1.00484659293016	0.26641750008435	14.0677440714698	0.000176342185626591	0.00477619769387112	LOC110720320	NW_018742556.1	51644	55833	+	2289	protein_coding	GDP-L-galactose phosphorylase 2-like && sp|Q8RWE8|GGAP1_ARATH GDP-L-galactose phosphorylase 1 OS=Arabidopsis thaliana OX=3702 GN=VTC2 PE=1 SV=1 && PF16269:Domain of unknown function (DUF4922)	-
110700271	152.449704468414	-1.17876575034618	0.318630160663467	13.5203870994912	0.000235985734521034	0.00585832348409896	LOC110700271	NW_018744626.1	241064	250422	-	1293	lncRNA	uncharacterized LOC110700271%2C transcript variant X3 && - && -	-
110701106	45.8551677094956	-1.158565698754	0.314688217084029	13.4552192574287	0.000244325540116684	0.00601592284451569	LOC110701106	NW_018744633.1	4012801	4025602	+	5456	protein_coding	wall-associated receptor kinase-like 8 && sp|Q9LMN7|WAK5_ARATH Wall-associated receptor kinase 5 OS=Arabidopsis thaliana OX=3702 GN=WAK5 PE=2 SV=1 && PF00069:Protein kinase domain|PF13947:Wall-associated receptor kinase galacturonan-binding|PF07645:Calcium-binding EGF domain	WRKY
110686900	424.966496973049	-1.07400053142068	0.291306083759943	13.4300470022558	0.000247625910366244	0.0060629752978887	LOC110686900	NW_018743906.1	188879	192544	-	2162	lncRNA	uncharacterized LOC110686900%2C transcript variant X1 && sp|Q84JM4|TPR3_ARATH Topless-related protein 3 OS=Arabidopsis thaliana OX=3702 GN=TPR3 PE=1 SV=1 && -	C3H
110683061	34.745117498476	-1.13020172575912	0.309113947129425	13.3101453400214	0.000263973900411757	0.00633021934559117	LOC110683061	NW_018743616.1	2889505	2894704	+	3261	lncRNA	uncharacterized LOC110683061 && - && -	-
110711919	5.41281637739978	-7.09312383432617	1.84485324490005	13.2729125171811	0.00026926854784408	0.00643247182450155	LOC110711919	NW_018745286.1	1417369	1421200	-	1372	pseudogene	- && - && -	-
110686607	3.59610462618337	-6.21706238257883	1.66053331444098	13.2580031629261	0.000271418611818425	0.00647202376560109	LOC110686607	NW_018743892.1	21052	24895	+	1591	protein_coding	lysine-specific demethylase JMJ30-like && sp|Q8RWR1|JMJ30_ARATH Lysine-specific demethylase JMJ30 OS=Arabidopsis thaliana OX=3702 GN=JMJ30 PE=1 SV=1 && PF13621:Cupin-like domain	NAC
110686894	9.45877065795308	-2.39899434506238	0.664293013185682	12.9312961865739	0.000323133955711599	0.0073397569940206	LOC110686894	NW_018743906.1	1800018	1802306	-	2289	protein_coding	uncharacterized LOC110686894 && sp|Q8L493|DAAA_ARATH D-amino-acid transaminase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DAAT PE=1 SV=1 && PF00240:Ubiquitin family	-
110683590	248.429564339183	-1.35509931548743	0.37370546945904	12.9235175915945	0.000324479522000323	0.00736180489169191	LOC110683590	NW_018743669.1	2584018	2587396	-	2125	protein_coding	NAC domain-containing protein 89-like && sp|Q94F58|NAC89_ARATH NAC domain-containing protein 89 OS=Arabidopsis thaliana OX=3702 GN=NAC089 PE=1 SV=1 && PF02365:No apical meristem (NAM) protein	NAC
110703931	15.5216982306151	-1.38185723237371	0.384884232506159	12.915254105079	0.000325915156296035	0.00738584300820206	LOC110703931	NW_018744790.1	1441547	1449205	-	4287	protein_coding	RNA polymerase II subunit 5-mediating protein homolog%2C transcript variant X3 && sp|Q3B7M7|RMP_BOVIN Unconventional prefoldin RPB5 interactor OS=Bos taurus OX=9913 GN=URI1 PE=2 SV=1 && PF02996:Prefoldin subunit	-
110723719	2715.41167843857	-1.28354235250979	0.355365331036272	12.8343647817811	0.000340310971010693	0.00762352608576041	LOC110723719	NW_018742204.1	22236687	22250014	-	1851	protein_coding	protein DETOXIFICATION 27-like && sp|Q9FKQ1|DTX27_ARATH Protein DETOXIFICATION 27 OS=Arabidopsis thaliana OX=3702 GN=DTX27 PE=2 SV=1 && PF01554:MatE	MYB_related
110730607	78.5549607493311	-1.09261736219603	0.304008317289635	12.7934196366566	0.000347840702941104	0.00772666737930202	LOC110730607	NW_018743033.1	2887038	2888653	+	1616	protein_coding	protein DOG1-like 4 && sp|Q84JC2|DOGL4_ARATH Protein DOG1-like 4 OS=Arabidopsis thaliana OX=3702 GN=DOGL4 PE=1 SV=1 && PF14144:Seed dormancy control	bHLH
110695265	93.3660313456494	-1.18449342093934	0.329743695102051	12.7550603399588	0.000355047296327068	0.00784680499080076	LOC110695265	NW_018744290.1	2421957	2426081	-	2648	protein_coding	probable 1-deoxy-D-xylulose-5-phosphate synthase 2%2C chloroplastic && sp|Q6YU51|DXS2_ORYSJ Probable 1-deoxy-D-xylulose-5-phosphate synthase 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0190000 PE=2 SV=1 && PF02779:Transketolase, pyrimidine binding domain|PF02780:Transketolase, C-terminal domain|PF13292:1-deoxy-D-xylulose-5-phosphate synthase	-
110710120	19.5372408141175	-2.06563688004777	0.575269186313296	12.6582989723405	0.000373902247112892	0.00816245856079188	LOC110710120	NW_018745151.1	280572	294389	-	11106	pseudogene	- && sp|P04323|POL3_DROME Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1 && -	bHLH
110705276	180.877140118228	-1.12987584390992	0.316798342288737	12.5643975854359	0.000393165463190551	0.00844220187855797	LOC110705276	NW_018744878.1	5602059	5604356	-	2298	protein_coding	uncharacterized LOC110705276 && sp|P04146|COPIA_DROME Copia protein OS=Drosophila melanogaster OX=7227 GN=GIP PE=1 SV=3 && PF14244:gag-polypeptide of LTR copia-type|PF03732:Retrotransposon gag protein|PF00665:Integrase core domain|PF13976:GAG-pre-integrase domain	MYB_related
110718757	199.031497061365	-1.13858365577809	0.321856477601471	12.3651237443411	0.000437428572379511	0.00908282524068354	LOC110718757	NW_018742461.1	3148159	3149895	-	1737	protein_coding	scopoletin glucosyltransferase-like && sp|Q9AT54|SCGT_TOBAC Scopoletin glucosyltransferase OS=Nicotiana tabacum OX=4097 GN=TOGT1 PE=1 SV=1 && PF00201:UDP-glucoronosyl and UDP-glucosyl transferase	ERF
110719103	126.529322335824	-1.02165906947472	0.289234058997208	12.3583578208357	0.000439016679062588	0.0090900794066436	LOC110719103	NW_018742483.1	894411	896578	+	966	lncRNA	uncharacterized LOC110719103 && - && -	-
110691474	102.50321310278	-1.10011968631849	0.311649222741544	12.3514080386609	0.000440653998656424	0.00910535089359907	LOC110691474	NW_018744080.1	2556036	2558485	-	1511	lncRNA	uncharacterized LOC110691474%2C transcript variant X1 && - && -	-
110731201	195.279489614346	-1.30717162314791	0.370073320988493	12.2840691431933	0.000456841203510266	0.0093542881050358	LOC110731201	NW_018742205.1	7179362	7183704	+	2339	protein_coding	probable serine/threonine-protein kinase PBL1 && sp|Q0WRY5|PBL7_ARATH Probable serine/threonine-protein kinase PBL7 OS=Arabidopsis thaliana OX=3702 GN=PBL7 PE=1 SV=1 && PF07714:Protein tyrosine kinase	Whirly
110713200	104.116355833046	-1.0975586042743	0.311829212007275	12.2756316725611	0.00045891129980228	0.00936737186961275	LOC110713200	NW_018745410.1	377235	384208	-	3094	protein_coding	uncharacterized LOC110713200 && - && -	-
110697743	56.2231971856217	-1.49885666218433	0.425252734056733	12.2424048100439	0.000467155821699273	0.00948145249901579	LOC110697743	NW_018744498.1	639881	643551	+	3269	lncRNA	uncharacterized LOC110697743 && - && -	-
110685849	4.98929860007222	-2.28038273562804	0.657527027073143	12.2173227917536	0.000473478250142343	0.00956528359971206	LOC110685849	NW_018743850.1	1067731	1071139	-	2376	protein_coding	uncharacterized LOC110685849 && - && PF05278:Arabidopsis phospholipase-like protein (PEARLI 4)	HB-other
110737509	141.250752274742	-1.4099908309575	0.400138130490822	12.2037063856387	0.000476946632894271	0.00959513040335559	LOC110737509	NW_018743331.1	4558961	4568621	-	1213	protein_coding	pathogen-related protein-like && sp|P16273|PRPX_HORVU Pathogen-related protein OS=Hordeum vulgare OX=4513 PE=2 SV=2 && -	MYB
110684268	60.7168020413537	-1.15942094683216	0.331120228578783	12.1599631226564	0.000488263424936995	0.00976352825231701	LOC110684268	NW_018743697.1	3143542	3146233	-	1401	protein_coding	peroxidase P7-like && sp|A7NY33|PER4_VITVI Peroxidase 4 OS=Vitis vinifera OX=29760 GN=GSVIVT00023967001 PE=1 SV=1 && PF00141:Peroxidase	NAC
110685369	65.5461145316005	-1.58522202747569	0.451290707796314	12.1142435683525	0.00050038132122543	0.00994143259826959	LOC110685369	NW_018743812.1	829561	837200	+	2742	protein_coding	SPX domain-containing membrane protein At4g22990-like%2C transcript variant X1 && sp|Q93ZQ5|SPXM3_ARATH SPX domain-containing membrane protein At4g22990 OS=Arabidopsis thaliana OX=3702 GN=At4g22990 PE=2 SV=2 && PF03105:SPX domain|PF07690:Major Facilitator Superfamily	C3H
110730223	9.01246776147022	-2.40714825939003	0.690148950345122	12.0827731891646	0.000508898460040961	0.0100533044372176	LOC110730223	NW_018743021.1	1690396	1693476	-	2107	protein_coding	aluminum-activated malate transporter 14-like && sp|O49696|ALMTC_ARATH Aluminum-activated malate transporter 12 OS=Arabidopsis thaliana OX=3702 GN=ALMT12 PE=2 SV=1 && PF11744:Aluminium activated malate transporter	-
