gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_chr	gene_start	gene_end	gene_strand	gene_length	gene_biotype	gene_description	Family
110723686	20.9151524694068	11.4157333096555	1.49492996849171	47.6667036025657	5.05199499751964e-12	1.65339166281324e-08	LOC110723686	NW_018742733.1	220616	222287	+	1085	protein_coding	chlorophyll a-b binding protein 3%2C chloroplastic && sp|Q9S7M0|CB3_ARATH Chlorophyll a-b binding protein 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCB3 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein	ERF
110698898	18.2869352285704	7.04228599300356	0.980261187349525	47.4445055112811	5.65833222521552e-12	1.66526501595296e-08	LOC110698898	NW_018744537.1	3660465	3661785	-	647	lncRNA	uncharacterized LOC110698898 && - && -	-
110711856	102.918357617406	6.3608895925057	0.872439046463571	47.1103458312549	6.71005609212141e-12	1.75682688603923e-08	LOC110711856	NW_018745286.1	6531118	6539685	+	1145	protein_coding	xyloglucan endotransglucosylase/hydrolase protein 9-like && sp|Q8LDW9|XTH9_ARATH Xyloglucan endotransglucosylase/hydrolase protein 9 OS=Arabidopsis thaliana OX=3702 GN=XTH9 PE=2 SV=2 && PF00722:Glycosyl hydrolases family 16|PF06955:Xyloglucan endo-transglycosylase (XET) C-terminus	GRAS
110696142	9.3980704724776	6.19990075609035	0.900770153207497	46.953893452314	7.26764680382624e-12	1.78388933079168e-08	LOC110696142	NW_018744311.1	3020978	3025311	-	943	protein_coding	uncharacterized LOC110696142 && - && PF06749:Protein of unknown function (DUF1218)	B3
110707774	123.583512717602	11.4611770706081	1.41826255672729	46.5150450448892	9.09177027776603e-12	1.98367274510392e-08	LOC110707774	NW_018745003.1	1286389	1288101	+	861	protein_coding	MLP-like protein 43 && sp|Q9SSK5|MLP43_ARATH MLP-like protein 43 OS=Arabidopsis thaliana OX=3702 GN=MLP43 PE=1 SV=1 && PF00407:Pathogenesis-related protein Bet v I family	-
110738975	90.0399089074643	8.22768388113468	1.10335264081815	46.529642383069	9.0242933393847e-12	1.98367274510392e-08	LOC110738975	NW_018743405.1	2262120	2264675	-	986	protein_coding	chlorophyll a-b binding protein 6A%2C chloroplastic && sp|P12360|CB11_SOLLC Chlorophyll a-b binding protein 6A, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB6A PE=2 SV=1 && PF00504:Chlorophyll A-B binding protein	ERF
110713808	106.85967809151	5.00488228054195	0.714958503607143	45.4270808382707	1.58428620126627e-11	3.27471957801739e-08	LOC110713808	NW_018745448.1	10232072	10233253	+	1081	pseudogene	- && sp|O65009|BNM2A_BRANA BURP domain-containing protein BNM2A OS=Brassica napus OX=3708 GN=BNM2A PE=2 SV=1 && -	-
110717702	551.881989849996	3.26398723223845	0.479235442913519	45.0265269200209	1.943833599565e-11	3.8170088477858e-08	LOC110717702	NW_018745684.1	5003844	5005470	-	965	protein_coding	MLP-like protein 31 && sp|Q941R6|MLP31_ARATH MLP-like protein 31 OS=Arabidopsis thaliana OX=3702 GN=MLP31 PE=2 SV=2 && PF00407:Pathogenesis-related protein Bet v I family	-
110689255	34.2088566859971	12.7537364095838	1.65003293188975	44.3979018528235	2.67974145273051e-11	4.57571678578632e-08	LOC110689255	NW_018743955.1	6125379	6126806	-	1428	protein_coding	tetrapyrrole-binding protein%2C chloroplastic-like && sp|Q9LX31|GUN4C_ARATH Tetrapyrrole-binding protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GUN4 PE=1 SV=1 && PF05419:GUN4-like	-
110689657	284.91128079959	6.12683160951816	0.864747749003553	44.3984744372099	2.67895780138072e-11	4.57571678578632e-08	LOC110689657	NW_018743977.1	441326	445772	-	1535	protein_coding	GDSL esterase/lipase At4g28780-like && sp|Q9SVU5|GDL67_ARATH GDSL esterase/lipase At4g28780 OS=Arabidopsis thaliana OX=3702 GN=At4g28780 PE=2 SV=1 && PF00657:GDSL-like Lipase/Acylhydrolase	ERF
110690449	8.68393664654279	10.181075446005	1.45320006662612	44.5363050104543	2.4968394321257e-11	4.57571678578632e-08	LOC110690449	NW_018744041.1	1290889	1292158	+	698	protein_coding	MLP-like protein 28 && sp|Q9ZVF3|ML328_ARATH MLP-like protein 328 OS=Arabidopsis thaliana OX=3702 GN=MLP328 PE=2 SV=1 && PF00407:Pathogenesis-related protein Bet v I family	-
110711059	12.9976666139012	7.82087261180642	1.14139014600213	44.0532854959967	3.19557039657723e-11	5.22915150769906e-08	LOC110711059	NW_018745207.1	189549	195381	+	1600	protein_coding	UDP-xylose transporter 1-like && sp|F4IHS9|UXT1_ARATH UDP-xylose transporter 1 OS=Arabidopsis thaliana OX=3702 GN=UXT1 PE=1 SV=1 && PF03151:Triose-phosphate Transporter family	NAC
110725514	113.16548827525	12.7415952836933	1.58732832549077	43.6562338858865	3.91428284256007e-11	6.14902520303446e-08	LOC110725514	NW_018742815.1	5166748	5167116	+	369	protein_coding	putative lipid-binding protein AIR1 && sp|Q9S7I2|AIR1_ARATH Putative lipid-binding protein AIR1 OS=Arabidopsis thaliana OX=3702 GN=AIR1 PE=2 SV=1 && PF14547:Hydrophobic seed protein	Trihelix
110721514	31.1665174390062	5.31332748774584	0.782643160590213	43.3962012312952	4.47055179989031e-11	6.75276849373431e-08	LOC110721514	NW_018742616.1	1259866	1261201	-	588	protein_coding	cysteine proteinase inhibitor A-like && sp|Q10992|CYTA_HELAN Cysteine proteinase inhibitor A OS=Helianthus annuus OX=4232 PE=1 SV=1 && PF16845:Aspartic acid proteinase inhibitor	bHLH
110714799	15.3084895430364	9.01709910898142	1.30512330765487	43.1022200254178	5.19532710487980e-11	7.55689190333128e-08	LOC110714799	NW_018745461.1	1018707	1020466	+	1099	protein_coding	probable xyloglucan endotransglucosylase/hydrolase protein 16 && sp|Q8LG58|XTH16_ARATH Probable xyloglucan endotransglucosylase/hydrolase protein 16 OS=Arabidopsis thaliana OX=3702 GN=XTH16 PE=2 SV=2 && PF06955:Xyloglucan endo-transglycosylase (XET) C-terminus|PF00722:Glycosyl hydrolases family 16	MYB_related
110705613	123.712849302959	9.3655913619127	1.27335369658479	42.5770962929322	6.79504029941017e-11	9.20212474754261e-08	LOC110705613	NW_018744878.1	4130706	4132152	+	872	protein_coding	MLP-like protein 28 && sp|Q06394|ML146_PAPSO Major latex protein 146 OS=Papaver somniferum OX=3469 GN=MLP146 PE=2 SV=1 && PF00407:Pathogenesis-related protein Bet v I family	-
110727129	13.1764346072981	11.1946549337136	1.58353429309588	42.5944978100434	6.73485673691439e-11	9.20212474754261e-08	LOC110727129	NW_018742899.1	2269650	2272219	+	1460	protein_coding	isoprenyl transferase-like && sp|K4D3U9|CPT4_SOLLC Cis-prenyltransferase 4, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CPT4 PE=2 SV=1 && PF01255:Putative undecaprenyl diphosphate synthase	-
110683275	13.6437948151404	8.14558164909756	1.19849561093791	42.3018731531439	7.82176091125161e-11	1.02394672089195e-07	LOC110683275	NW_018743652.1	140031	142765	-	1416	protein_coding	random slug protein 5-like && sp|Q55CU8|PITC_DICDI Phosphatidylinositol transfer protein 3 OS=Dictyostelium discoideum OX=44689 GN=pitC PE=2 SV=1 && PF00650:CRAL/TRIO domain	ARR-B
110687806	1089.22168638555	3.09219946122128	0.470940328909291	42.0052762206839	9.10274730554202e-11	1.15320062880823e-07	LOC110687806	NW_018743920.1	907553	908650	-	994	protein_coding	jasmonate-induced protein homolog%2C transcript variant X2 && sp|P42764|JIPH_ATRCA Jasmonate-induced protein homolog OS=Atriplex canescens OX=35922 PE=2 SV=1 && -	-
110731582	115.714729188727	7.50640941625291	1.06748173378192	41.6460819109276	1.09384384762825e-10	1.34245404462201e-07	LOC110731582	NW_018743074.1	796747	799229	-	1146	protein_coding	chlorophyll a-b binding protein CP26%2C chloroplastic-like && sp|Q9XF89|CB5_ARATH Chlorophyll a-b binding protein CP26, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCB5 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein	ERF
110693197	25.9612441334473	9.60069254307642	1.40819587850145	40.7573656225603	1.72352582906991e-10	2.01357511485246e-07	LOC110693197	NW_018744143.1	1294997	1296749	+	1161	protein_coding	chlorophyll a-b binding protein 3%2C chloroplastic && sp|Q9S7M0|CB3_ARATH Chlorophyll a-b binding protein 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCB3 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein	ERF
110704164	19.7038979013679	11.3000338520564	1.59383246404353	40.7351606709564	1.74322190576181e-10	2.01357511485246e-07	LOC110704164	NW_018744821.1	1742352	1746437	+	1626	protein_coding	tryptophan aminotransferase-related protein 4-like && sp|Q93Z38|TAR4_ARATH Tryptophan aminotransferase-related protein 4 OS=Arabidopsis thaliana OX=3702 GN=TAR4 PE=2 SV=2 && PF04864:Allinase|PF04863:Alliinase EGF-like domain	-
110716576	53.7189586361173	6.88216793849392	1.0099883933835	40.6677973773668	1.80436339106919e-10	2.02465038449886e-07	LOC110716576	NW_018745617.1	2102153	2103561	-	1013	protein_coding	chlorophyll a-b binding protein CP24%2C chloroplastic-like && sp|P36494|CB4_SPIOL Chlorophyll a-b binding protein CP24, chloroplastic OS=Spinacia oleracea OX=3562 PE=2 SV=1 && PF00504:Chlorophyll A-B binding protein	SBP
110705861	21.3642592537424	10.0062181717046	1.4689873824611	40.3266162192026	2.14861761725487e-10	2.29727065001662e-07	LOC110705861	NW_018744878.1	4104095	4109323	+	964	protein_coding	kirola-like && sp|Q941R6|MLP31_ARATH MLP-like protein 31 OS=Arabidopsis thaliana OX=3702 GN=MLP31 PE=2 SV=2 && PF00407:Pathogenesis-related protein Bet v I family	-
110736108	296.582362993925	2.75806506464833	0.43050902152235	40.3123977553396	2.1643117167167e-10	2.29727065001662e-07	LOC110736108	NW_018743292.1	231548	232963	-	891	protein_coding	protein YLS3-like && sp|O64865|LTG14_ARATH Non-specific lipid transfer protein GPI-anchored 14 OS=Arabidopsis thaliana OX=3702 GN=LTPG14 PE=2 SV=1 && PF14368:Probable lipid transfer	-
110701301	28.3712138209016	5.86801347835183	0.889133219730869	40.2261760041677	2.26197037607302e-10	2.33774638367147e-07	LOC110701301	NW_018744633.1	5963715	5967395	-	1917	protein_coding	amino acid permease 4-like && sp|Q38967|AAP2_ARATH Amino acid permease 2 OS=Arabidopsis thaliana OX=3702 GN=AAP2 PE=1 SV=1 && PF01490:Transmembrane amino acid transporter protein	MYB_related
110734228	134.737489283448	10.7801516901345	1.4833017919365	40.0184556560379	2.51574675664722e-10	2.53335698394375e-07	LOC110734228	NW_018742214.1	457825	458975	-	828	protein_coding	ribulose bisphosphate carboxylase small chain 3%2C chloroplastic-like && sp|Q9XGX4|RBS3_AMAHP Ribulose bisphosphate carboxylase small subunit, chloroplastic 3 OS=Amaranthus hypochondriacus OX=28502 GN=RBCS3 PE=2 SV=1 && PF00101:Ribulose bisphosphate carboxylase, small chain|PF12338:Ribulose-1,5-bisphosphate carboxylase small subunit	M-type_MADS
110714036	1344.98603340149	1.69014658655283	0.267766287632337	39.7198625448854	2.93129138012207e-10	2.87801515928835e-07	LOC110714036	NW_018745454.1	2407062	2409791	+	1034	protein_coding	probable aquaporin PIP1-4 && sp|Q39196|PIP14_ARATH Probable aquaporin PIP1-4 OS=Arabidopsis thaliana OX=3702 GN=PIP1.4 PE=1 SV=1 && PF00230:Major intrinsic protein	C3H
110682130	71.8476322585006	11.7766782897295	1.58108378448939	39.5967762048026	3.12198240864139e-10	2.89887025018103e-07	LOC110682130	NW_018743574.1	3856143	3859388	-	2189	protein_coding	protein HOTHEAD-like && sp|Q9S746|HTH_ARATH Protein HOTHEAD OS=Arabidopsis thaliana OX=3702 GN=HTH PE=1 SV=1 && PF00732:GMC oxidoreductase|PF05199:GMC oxidoreductase	G2-like
110715089	178.380880395308	4.85914592791156	0.745964630967086	39.3948242782517	3.46213418394375e-10	2.89887025018103e-07	LOC110715089	NW_018745470.1	919831	926202	+	1632	protein_coding	cytochrome P450 87A3-like && sp|Q7XU38|C87A3_ORYSJ Cytochrome P450 87A3 OS=Oryza sativa subsp. japonica OX=39947 GN=CYP87A3 PE=2 SV=3 && PF00067:Cytochrome P450	FAR1
110715536	10.1001978945751	12.352338364341	1.84664283065458	39.4389110395164	3.3848443447749e-10	2.89887025018103e-07	LOC110715536	NW_018745523.1	3322574	3325955	+	1190	protein_coding	acid phosphatase 1-like && sp|P27061|PPA1_SOLLC Acid phosphatase 1 OS=Solanum lycopersicum OX=4081 GN=APS1 PE=2 SV=1 && PF03767:HAD superfamily, subfamily IIIB (Acid phosphatase)	MYB
110717753	38.4176736779392	10.8861283893296	1.50943263736008	39.4745695404594	3.32359572449454e-10	2.89887025018103e-07	LOC110717753	NW_018745684.1	4768867	4770359	+	1493	protein_coding	tetrapyrrole-binding protein%2C chloroplastic-like && sp|Q9LX31|GUN4C_ARATH Tetrapyrrole-binding protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GUN4 PE=1 SV=1 && PF05419:GUN4-like	-
110718996	65.9289895207789	7.63232333110231	1.11536665397192	39.6054900748718	3.10808317353945e-10	2.89887025018103e-07	LOC110718996	NW_018742461.1	4415663	4415995	+	333	protein_coding	uncharacterized LOC110718996 && - && -	-
110719847	32.4769435041017	7.64924561131664	1.15391144010805	39.3908286744613	3.46922572145006e-10	2.89887025018103e-07	LOC110719847	NW_018742493.1	203478	204732	+	664	protein_coding	photosystem I reaction center subunit psaK%2C chloroplastic-like && sp|Q9SUI5|PSAK_ARATH Photosystem I reaction center subunit psaK, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSAK PE=2 SV=2 && PF01241:Photosystem I psaG / psaK	-
110735567	18.4465105625637	7.61499653499253	1.13844199211602	39.5124924088765	3.25967468568382e-10	2.89887025018103e-07	LOC110735567	NW_018743285.1	4246344	4247768	+	633	protein_coding	basic blue protein-like && sp|P00303|BABL_CUCSA Basic blue protein OS=Cucumis sativus OX=3659 PE=1 SV=1 && PF02298:Plastocyanin-like domain	MYB
110710762	10.8620850956758	5.0350571535614	0.798857964263056	39.3418321146326	3.55737821243782e-10	2.91060238618897e-07	LOC110710762	NW_018745177.1	2177592	2183430	-	1630	protein_coding	protein trichome birefringence-like 3 && sp|Q8LED3|TBL3_ARATH Protein trichome birefringence-like 3 OS=Arabidopsis thaliana OX=3702 GN=TBL3 PE=2 SV=1 && PF13839:GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p|PF14416:PMR5 N terminal Domain	BES1
110733885	9.63779611419872	10.7489532211315	1.60316492598016	39.2778152225902	3.67594249304134e-10	2.94623039855536e-07	LOC110733885	NW_018743204.1	2420968	2424614	-	1847	protein_coding	protein trichome birefringence-like 34 && sp|O80919|TBL34_ARATH Protein trichome birefringence-like 34 OS=Arabidopsis thaliana OX=3702 GN=TBL34 PE=2 SV=2 && PF13839:GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p|PF14416:PMR5 N terminal Domain	BES1
110736163	528.118140151968	11.4419730763255	1.53139516445017	38.7738187885382	4.758678679578e-10	3.73775175566133e-07	LOC110736163	NW_018743292.1	756560	762294	-	2953	protein_coding	linoleate 13S-lipoxygenase 2-1%2C chloroplastic-like && sp|O24370|LOX21_SOLTU Linoleate 13S-lipoxygenase 2-1, chloroplastic OS=Solanum tuberosum OX=4113 GN=LOX2.1 PE=1 SV=1 && PF00305:Lipoxygenase|PF01477:PLAT/LH2 domain	NF-YA
110692977	202.292720608017	2.26044426542154	0.361702779764403	38.7126881858165	4.91006893136113e-10	3.78104190473226e-07	LOC110692977	NW_018744137.1	839599	842147	+	1193	protein_coding	uncharacterized LOC110692977 && - && -	G2-like
110726440	86.8590783127773	8.74994854401722	1.29137755281693	38.2449136669758	6.23995137793983e-10	4.70908011197521e-07	LOC110726440	NW_018742879.1	2096702	2098670	+	1108	protein_coding	chlorophyll a-b binding protein 4%2C chloroplastic-like && sp|P27521|CA4_ARATH Chlorophyll a-b binding protein 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCA4 PE=1 SV=1 && PF00504:Chlorophyll A-B binding protein	ERF
110736768	19.0332182015071	5.56462600076521	0.872950386355586	38.2092534072708	6.35503388930527e-10	4.70908011197521e-07	LOC110736768	NW_018743292.1	7356019	7357926	-	1102	protein_coding	universal stress protein A-like protein && sp|Q8LGG8|USPAL_ARATH Universal stress protein A-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g01520 PE=1 SV=2 && PF00582:Universal stress protein family	-
110701034	39.6524840736606	6.51959814788505	1.00656783842007	38.0603372284056	6.85903493525431e-10	4.89772507294987e-07	LOC110701034	NW_018744633.1	3306811	3309430	+	1833	protein_coding	endoglucanase 12-like && sp|Q7XUK4|GUN12_ORYSJ Endoglucanase 12 OS=Oryza sativa subsp. japonica OX=39947 GN=GLU3 PE=2 SV=2 && PF00759:Glycosyl hydrolase family 9	WRKY
110725774	23.3890348421332	7.89832540249685	1.18853520264797	38.0743963029858	6.8097893093151e-10	4.89772507294987e-07	LOC110725774	NW_018742815.1	3439721	3441429	-	809	protein_coding	basic blue protein-like && sp|P00303|BABL_CUCSA Basic blue protein OS=Cucumis sativus OX=3659 PE=1 SV=1 && PF02298:Plastocyanin-like domain	MYB
110699526	323.725822931581	4.26116484368938	0.673851205361889	37.780537761075	7.91676639720659e-10	5.55205654852669e-07	LOC110699526	NW_018744589.1	607590	609635	+	2046	protein_coding	3-ketoacyl-CoA synthase 19-like && sp|Q9LZ72|KCS19_ARATH 3-ketoacyl-CoA synthase 19 OS=Arabidopsis thaliana OX=3702 GN=KCS19 PE=2 SV=1 && PF08541:3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal|PF08392:FAE1/Type III polyketide synthase-like protein	bZIP
110692978	766.539529209957	4.32641083863039	0.684967921246445	37.572954536059	8.80570103915945e-10	6.06712801598086e-07	LOC110692978	NW_018744137.1	819832	821835	+	877	protein_coding	non-symbiotic hemoglobin 2-like && sp|Q941P9|HBL2_SOLLC Non-symbiotic hemoglobin 2 OS=Solanum lycopersicum OX=4081 GN=HB2 PE=2 SV=1 && PF00042:Globin	-
110694523	549.182914105518	5.89311815130892	0.920728540526479	36.4952753002772	1.53036754078711e-09	1.01539591845086e-06	LOC110694523	NW_018744239.1	1661028	1662287	+	764	protein_coding	MLP-like protein 423 && sp|Q93VR4|ML423_ARATH MLP-like protein 423 OS=Arabidopsis thaliana OX=3702 GN=MLP423 PE=2 SV=1 && PF00407:Pathogenesis-related protein Bet v I family	-
110716860	76.2146404829234	5.40122685437378	0.857796676619024	36.468809588007	1.55128854701836e-09	1.01539591845086e-06	LOC110716860	NW_018745650.1	1893369	1894768	-	986	protein_coding	chlorophyll a-b binding protein CP24%2C chloroplastic && sp|P36494|CB4_SPIOL Chlorophyll a-b binding protein CP24, chloroplastic OS=Spinacia oleracea OX=3562 PE=2 SV=1 && PF00504:Chlorophyll A-B binding protein	ERF
110701965	370.191957814174	2.26830283854832	0.374382659590022	36.3468005575847	1.65150097064754e-09	1.06326881344657e-06	LOC110701965	NW_018744662.1	1814948	1819892	+	1757	protein_coding	3-hydroxyisobutyryl-CoA hydrolase-like protein 5%2C transcript variant X1 && sp|Q9SHJ8|HIBC8_ARATH 3-hydroxyisobutyryl-CoA hydrolase-like protein 5 OS=Arabidopsis thaliana OX=3702 GN=At1g06550 PE=1 SV=2 && PF16113:Enoyl-CoA hydratase/isomerase	SBP
110722767	1136.57878160898	3.12417813417107	0.511689604355026	36.2802675331874	1.70885322850366e-09	1.08244827166168e-06	LOC110722767	NW_018742684.1	2453681	2454500	+	820	protein_coding	uncharacterized LOC110722767 && - && PF04398:Protein of unknown function, DUF538	-
110681931	471.400756114632	1.76535393758021	0.292917873123127	36.1899774004238	1.78988729265639e-09	1.1157816451507e-06	LOC110681931	NW_018743574.1	1703040	1708687	+	785	protein_coding	uncharacterized LOC110681931%2C transcript variant X1 && - && -	-
110738346	24.566670319795	7.80180720184021	1.20456881236316	36.0982624953007	1.87614054538161e-09	1.15127605685581e-06	LOC110738346	NW_018743389.1	345551	349881	-	1309	protein_coding	protein trichome birefringence-like 38 && sp|Q8VY22|TBL38_ARATH Protein trichome birefringence-like 38 OS=Arabidopsis thaliana OX=3702 GN=TBL38 PE=2 SV=1 && PF14416:PMR5 N terminal Domain|PF13839:GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p	BES1
110704977	104.261209539502	1.66434192798335	0.277600203180391	35.9422182171074	2.03256524169392e-09	1.22807591903147e-06	LOC110704977	NW_018744874.1	567269	571027	-	1600	protein_coding	peptidyl-prolyl cis-trans isomerase CYP40-like && sp|Q9C566|CYP40_ARATH Peptidyl-prolyl cis-trans isomerase CYP40 OS=Arabidopsis thaliana OX=3702 GN=CYP40 PE=2 SV=1 && PF07719:Tetratricopeptide repeat|PF00160:Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	FAR1
110691567	417.454400024946	4.0368468578366	0.657049911393693	35.9006633185545	2.0763801522828e-09	1.23554057152428e-06	LOC110691567	NW_018744080.1	4173367	4175265	-	1137	protein_coding	probable calcium-binding protein CML49 && sp|Q2QY10|CBP_ORYSJ Calcium-binding protein CBP OS=Oryza sativa subsp. japonica OX=39947 GN=CBP PE=2 SV=1 && PF13499:EF-hand domain pair	-
110682543	74.6340572940425	7.1462988267543	1.10588792703445	35.7919659281499	2.19551399890928e-09	1.28693166088305e-06	LOC110682543	NW_018743574.1	8547729	8549666	+	1315	protein_coding	peroxidase 72-like && sp|Q9FJZ9|PER72_ARATH Peroxidase 72 OS=Arabidopsis thaliana OX=3702 GN=PER72 PE=1 SV=1 && PF00141:Peroxidase	NAC
110718318	10.8273373312276	9.20596539589048	1.46153677723732	35.5450601909883	2.49218248029577e-09	1.43934533159788e-06	LOC110718318	NW_018745684.1	1119668	1122382	-	1348	protein_coding	monoacylglycerol lipase ABHD6-like && sp|P9WNH2|Y2715_MYCTO Uncharacterized protein MT2788 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT2788 PE=3 SV=1 && PF00561:alpha/beta hydrolase fold	CAMTA
110716700	204.777267272711	3.07474320040972	0.510738912069189	35.3782122243029	2.71507139502135e-09	1.54534781009671e-06	LOC110716700	NW_018745617.1	112976	115076	-	678	pseudogene	- && sp|Q9SSK5|MLP43_ARATH MLP-like protein 43 OS=Arabidopsis thaliana OX=3702 GN=MLP43 PE=1 SV=1 && -	-
110699173	12.9902775152487	7.98574833795753	1.28710157042568	35.3287768791835	2.78486720791338e-09	1.56242985509117e-06	LOC110699173	NW_018744582.1	471749	477396	-	1638	protein_coding	UDP-xylose transporter 1-like%2C transcript variant X3 && sp|F4IHS9|UXT1_ARATH UDP-xylose transporter 1 OS=Arabidopsis thaliana OX=3702 GN=UXT1 PE=1 SV=1 && PF03151:Triose-phosphate Transporter family	NAC
